"","gbifID","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","locality","stateProvince","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","biome"
"378681",3958112651,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica L.","L.","","",35.472044,-94.801794,9,"Southeastern Mixed Forest"
"3789501",3952287609,"Caryophyllales","Caryophyllaceae","Saponaria","Saponaria officinalis","","SPECIES","Saponaria officinalis L.","Saponaria officinalis L.","L.","","",35.464127,-94.525906,6,"Southeastern Mixed Forest"
"424571",3031907378,"Caryophyllales","Montiaceae","Claytonia","Claytonia virginica","","SPECIES","Claytonia virginica L.","Claytonia virginica","","","Oklahoma",35.411162,-94.514149,24,"Southeastern Mixed Forest"
"532609",3415513611,"Caryophyllales","Amaranthaceae","Iresine","Iresine rhizomatosa","","SPECIES","Iresine rhizomatosa Standl.","Iresine rhizomatosa","","","Oklahoma",35.320208,-94.55532,20,"Southeastern Mixed Forest"
"583834",2802699964,"Caryophyllales","Phytolaccaceae","Phytolacca","Phytolacca americana","","SPECIES","Phytolacca americana L.","Phytolacca americana","","","Oklahoma",35.458549,-94.786219,5,"Southeastern Mixed Forest"
"6194451",3959465887,"Caryophyllales","Molluginaceae","Mollugo","Mollugo verticillata","","SPECIES","Mollugo verticillata L.","Mollugo verticillata L.","L.","","",35.440613,-94.694397,11,"Southeastern Mixed Forest"
"642282",3113285212,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens","","SPECIES","Lonicera sempervirens L.","Lonicera sempervirens","","","Oklahoma",35.458099,-94.765832,22,"Southeastern Mixed Forest"
"681983",3760409367,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens","","SPECIES","Lonicera sempervirens L.","Lonicera sempervirens","","","Oklahoma",35.412961,-94.513272,35,"Southeastern Mixed Forest"
"711088",3764098659,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens","","SPECIES","Lonicera sempervirens L.","Lonicera sempervirens","","","Oklahoma",35.4926,-94.751642,7,"Southeastern Mixed Forest"
"7244461",3097070604,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens","","SPECIES","Lonicera sempervirens L.","Lonicera sempervirens","","","Oklahoma",35.463438,-94.467741,48,"Southeastern Mixed Forest"
"7306741",3773190229,"Dipsacales","Caprifoliaceae","Lonicera","Lonicera sempervirens","","SPECIES","Lonicera sempervirens L.","Lonicera sempervirens","","","Oklahoma",35.408163,-94.618112,29,"Southeastern Mixed Forest"
"847737",2609101076,"Fagales","Fagaceae","Quercus","Quercus stellata","","SPECIES","Quercus stellata Wangenh.","Quercus stellata","","","Oklahoma",35.361728,-94.567941,7,"Southeastern Mixed Forest"
"849870",2850635375,"Fagales","Juglandaceae","Carya","Carya illinoinensis","","SPECIES","Carya illinoinensis (Wangenh.) K.Koch","Carya illinoinensis","","","Oklahoma",35.458254,-94.785414,10,"Southeastern Mixed Forest"
"8922101",3986078565,"Fagales","Fagaceae","Quercus","Quercus nigra","","SPECIES","Quercus nigra L.","Quercus nigra","","","Oklahoma",35.308022,-94.557868,16,"Southeastern Mixed Forest"
"8618",3456800736,"Fabales","Fabaceae","Baptisia","Baptisia alba","","SPECIES","Baptisia alba (L.) R.Br.","Baptisia alba","","","Oklahoma",35.406578,-94.520471,24,"Southeastern Mixed Forest"
"9229",2859954820,"Fabales","Fabaceae","Sesbania","Sesbania herbacea","","SPECIES","Sesbania herbacea (Mill.) McVaugh","Sesbania herbacea","","","Oklahoma",35.419593,-94.448788,14,"Southeastern Mixed Forest"
"12505",3902982421,"Fabales","Fabaceae","Apios","Apios americana","","SPECIES","Apios americana Medik.","Apios americana","","","Oklahoma",35.462425,-94.620012,20,"Southeastern Mixed Forest"
"14984",3998896653,"Fabales","Fabaceae","Neptunia","Neptunia lutea","","SPECIES","Neptunia lutea (Leavenw.) Benth.","Neptunia lutea (Leavenw.) Benth.","(Leavenw.) Benth.","","",35.358759,-94.810317,10,"Southeastern Mixed Forest"
"35298",3466435367,"Fabales","Fabaceae","Baptisia","Baptisia alba","","SPECIES","Baptisia alba (L.) R.Br.","Baptisia alba","","","Oklahoma",35.361786,-94.565916,43,"Southeastern Mixed Forest"
"51633",3802388090,"Fabales","Fabaceae","Amorpha","Amorpha fruticosa","","SPECIES","Amorpha fruticosa L.","Amorpha fruticosa","","","Oklahoma",35.39637,-94.531058,20,"Southeastern Mixed Forest"
"74227",3951988751,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis L.","L.","","",35.349982,-94.433237,10,"Southeastern Mixed Forest"
"82108",2803046071,"Fabales","Fabaceae","Neptunia","Neptunia lutea","","SPECIES","Neptunia lutea (Leavenw.) Benth.","Neptunia lutea","","","Arkansas",35.2706,-94.43318,10,"Southeastern Mixed Forest"
"829861",3858718109,"Fabales","Fabaceae","Amorpha","Amorpha canescens","","SPECIES","Amorpha canescens Pursh","Amorpha canescens","","","Oklahoma",35.435513,-94.477562,4,"Southeastern Mixed Forest"
"831311",2984434387,"Fabales","Fabaceae","Melilotus","Melilotus officinalis","","SPECIES","Melilotus officinalis (L.) Lam.","Melilotus officinalis","","","Arkansas",35.2713,-94.43261,10,"Southeastern Mixed Forest"
"113811",3039210256,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis","","","Oklahoma",35.410412,-94.514191,24,"Southeastern Mixed Forest"
"1154912",3355051055,"Fabales","Fabaceae","Senna","Senna marilandica","","SPECIES","Senna marilandica (L.) Link","Senna marilandica","","","Oklahoma",35.458033,-94.555588,20,"Southeastern Mixed Forest"
"162533",4028834941,"Fabales","Fabaceae","Cladrastis","Cladrastis kentukea","","SPECIES","Cladrastis kentukea (Dum.Cours.) Rudd","Cladrastis kentukea","","","Oklahoma",35.336749,-94.773231,45,"Southeastern Mixed Forest"
"205874",2802638196,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis","","","Oklahoma",35.402277,-94.816145,5,"Southeastern Mixed Forest"
"2069552",2283101587,"Fabales","Polygalaceae","Polygala","Polygala incarnata","","SPECIES","Polygala incarnata L.","Polygala incarnata","","","Oklahoma",35.264258,-94.477088,5,"Southeastern Mixed Forest"
"2077351",3773367290,"Fabales","Fabaceae","Baptisia","Baptisia bracteata","","SPECIES","Baptisia bracteata Muhl. ex Elliott","Baptisia bracteata","","","Oklahoma",35.40865,-94.624275,12,"Southeastern Mixed Forest"
"218525",3067979393,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis","","","Oklahoma",35.305339,-94.62533,39,"Southeastern Mixed Forest"
"263904",3067752263,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis","","","Oklahoma",35.354864,-94.433624,24,"Southeastern Mixed Forest"
"294999",4137650014,"Fabales","Fabaceae","Trifolium","Trifolium campestre","","SPECIES","Trifolium campestre Schreb.","Trifolium campestre","","","Arkansas",35.387925,-94.430092,4,"Southeastern Mixed Forest"
"3116191",3860388428,"Fabales","Fabaceae","Albizia","Albizia julibrissin","","SPECIES","Albizia julibrissin Durazz.","Albizia julibrissin","","","Arkansas",35.392406,-94.43045,5,"Southeastern Mixed Forest"
"3208491",3466176349,"Fabales","Fabaceae","Baptisia","Baptisia alba","","SPECIES","Baptisia alba (L.) R.Br.","Baptisia alba","","","Oklahoma",35.365005,-94.584319,44,"Southeastern Mixed Forest"
"3386601",2238960961,"Fabales","Fabaceae","Vicia","Vicia villosa","","SPECIES","Vicia villosa Roth","Vicia villosa","","","Oklahoma",35.315587,-94.761238,4,"Southeastern Mixed Forest"
"347786",4075658320,"Fabales","Fabaceae","Vicia","Vicia villosa","","SPECIES","Vicia villosa Roth","Vicia villosa","","","Oklahoma",35.284519,-94.451211,16,"Southeastern Mixed Forest"
"3729741",3355177209,"Fabales","Fabaceae","Chamaecrista","Chamaecrista fasciculata","","SPECIES","Chamaecrista fasciculata (Michx.) Greene","Chamaecrista fasciculata","","","Oklahoma",35.405717,-94.548745,20,"Southeastern Mixed Forest"
"389221",3415977668,"Fabales","Fabaceae","Senna","Senna marilandica","","SPECIES","Senna marilandica (L.) Link","Senna marilandica","","","Oklahoma",35.411711,-94.46019,24,"Southeastern Mixed Forest"
"3923601",4127120414,"Fabales","Fabaceae","Tephrosia","Tephrosia virginiana","","SPECIES","Tephrosia virginiana (L.) Pers.","Tephrosia virginiana","","","Oklahoma",35.392626,-94.548679,24,"Southeastern Mixed Forest"
"4109041",3068003804,"Fabales","Fabaceae","Cercis","Cercis canadensis","","SPECIES","Cercis canadensis L.","Cercis canadensis","","","Oklahoma",35.356351,-94.438434,24,"Southeastern Mixed Forest"
"4202211",3764191791,"Fabales","Fabaceae","Baptisia","Baptisia bracteata","","SPECIES","Baptisia bracteata Muhl. ex Elliott","Baptisia bracteata","","","Oklahoma",35.404063,-94.566788,26,"Southeastern Mixed Forest"
"485297",3759729028,"Malpighiales","Violaceae","Viola","Viola sororia","","SPECIES","Viola sororia Willd.","Viola sororia","","","Oklahoma",35.410546,-94.514038,24,"Southeastern Mixed Forest"
"506130",3760203573,"Malpighiales","Violaceae","Viola","Viola pedata","","SPECIES","Viola pedata L.","Viola pedata","","","Oklahoma",35.444669,-94.54786,30,"Southeastern Mixed Forest"
"5183081",3903250412,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia corollata","","SPECIES","Euphorbia corollata L.","Euphorbia corollata","","","Oklahoma",35.473411,-94.510402,24,"Southeastern Mixed Forest"
"521609",2851213922,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Oklahoma",35.451512,-94.791367,10,"Southeastern Mixed Forest"
"528155",3999012412,"Malpighiales","Euphorbiaceae","Croton","Croton capitatus","","SPECIES","Croton capitatus Michx.","Croton capitatus Michx.","Michx.","","",35.331909,-94.6799,10,"Southeastern Mixed Forest"
"5314611",3764200798,"Malpighiales","Violaceae","Viola","Viola pedata","","SPECIES","Viola pedata L.","Viola pedata","","","Oklahoma",35.459143,-94.56417,25,"Southeastern Mixed Forest"
"560653",3998129743,"Malpighiales","Euphorbiaceae","Croton","Croton capitatus","","SPECIES","Croton capitatus Michx.","Croton capitatus Michx.","Michx.","","",35.381785,-94.667962,4,"Southeastern Mixed Forest"
"572773",3802460705,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Oklahoma",35.394475,-94.562255,12,"Southeastern Mixed Forest"
"574304",3059019648,"Malpighiales","Euphorbiaceae","Euphorbia","Euphorbia corollata","","SPECIES","Euphorbia corollata L.","Euphorbia corollata","","","Oklahoma",35.469871,-94.46841,9,"Southeastern Mixed Forest"
"610196",3759698560,"Malpighiales","Violaceae","Viola","Viola pedata","","SPECIES","Viola pedata L.","Viola pedata","","","Oklahoma",35.452254,-94.555635,47,"Southeastern Mixed Forest"
"615326",4138116320,"Malpighiales","Passifloraceae","Passiflora","Passiflora lutea","","SPECIES","Passiflora lutea L.","Passiflora lutea","","","Oklahoma",35.411483,-94.514083,20,"Southeastern Mixed Forest"
"639102",3859681375,"Malpighiales","Passifloraceae","Passiflora","Passiflora incarnata","","SPECIES","Passiflora incarnata L.","Passiflora incarnata","","","Oklahoma",35.411487,-94.513592,24,"Southeastern Mixed Forest"
"694303",3455788107,"Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum clava-herculis","","SPECIES","Zanthoxylum clava-herculis L.","Zanthoxylum clava-herculis","","","Oklahoma",35.306045,-94.628626,24,"Southeastern Mixed Forest"
"6964051",2813898898,"Sapindales","Anacardiaceae","Rhus","Rhus glabra","","SPECIES","Rhus glabra L.","Rhus glabra","","","Oklahoma",35.31092,-94.560007,32,"Southeastern Mixed Forest"
"707737",4145517880,"Sapindales","Anacardiaceae","Rhus","Rhus copallina","","SPECIES","Rhus copallina L.","Rhus copallinum","","","Oklahoma",35.376695,-94.787308,20,"Southeastern Mixed Forest"
"714723",4137633070,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Oklahoma",35.313126,-94.566463,11,"Southeastern Mixed Forest"
"744885",2860072543,"Sapindales","Sapindaceae","Acer","Acer negundo","","SPECIES","Acer negundo L.","Acer negundo","","","Oklahoma",35.447243,-94.445583,11,"Southeastern Mixed Forest"
"8161861",3902492658,"Sapindales","Rutaceae","Zanthoxylum","Zanthoxylum clava-herculis","","SPECIES","Zanthoxylum clava-herculis L.","Zanthoxylum clava-herculis","","","Oklahoma",35.304403,-94.629342,32,"Southeastern Mixed Forest"
"876247",3416027934,"Sapindales","Anacardiaceae","Rhus","Rhus glabra","","SPECIES","Rhus glabra L.","Rhus glabra","","","Oklahoma",35.447849,-94.51802,28,"Southeastern Mixed Forest"
"8815931",2644113629,"Sapindales","Sapindaceae","Acer","Acer saccharinum","","SPECIES","Acer saccharinum L.","Acer saccharinum L.","L.","","",35.462231,-94.596229,11,"Southeastern Mixed Forest"
"5304",3860525110,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.432776,-94.693864,24,"Southeastern Mixed Forest"
"5876",3314292961,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.463438,-94.618387,20,"Southeastern Mixed Forest"
"7707",3858506557,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.47047,-94.467103,8,"Southeastern Mixed Forest"
"14524",3859274143,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.435513,-94.477562,4,"Southeastern Mixed Forest"
"209082",3860269952,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.492633,-94.606688,20,"Southeastern Mixed Forest"
"29525",3859663018,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.432706,-94.693553,24,"Southeastern Mixed Forest"
"37361",3302414005,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.41962,-94.501738,20,"Southeastern Mixed Forest"
"471771",4145480650,"Gentianales","Rubiaceae","Diodia","Diodia virginiana","","SPECIES","Diodia virginiana L.","Diodia virginiana","","","Oklahoma",35.446963,-94.755822,4,"Southeastern Mixed Forest"
"48930",3117880512,"Gentianales","Apocynaceae","Asclepias","Asclepias quadrifolia","","SPECIES","Asclepias quadrifolia Jacq.","Asclepias quadrifolia","","","Oklahoma",35.484759,-94.505952,27,"Southeastern Mixed Forest"
"662595",4162143614,"Gentianales","Gentianaceae","Sabatia","Sabatia campestris","","SPECIES","Sabatia campestris Nutt.","Sabatia campestris","","","Oklahoma",35.314182,-94.571283,5,"Southeastern Mixed Forest"
"67924",4162148522,"Gentianales","Gentianaceae","Sabatia","Sabatia campestris","","SPECIES","Sabatia campestris Nutt.","Sabatia campestris","","","Oklahoma",35.446862,-94.755622,4,"Southeastern Mixed Forest"
"763621",3455183589,"Gentianales","Rubiaceae","Houstonia","Houstonia pusilla","","SPECIES","Houstonia pusilla Schoepf","Houstonia pusilla","","","Oklahoma",35.361623,-94.567654,7,"Southeastern Mixed Forest"
"775385",3455997363,"Gentianales","Rubiaceae","Houstonia","Houstonia micrantha","","SPECIES","Houstonia micrantha (Shinners) Terrell","Houstonia micrantha","","","Oklahoma",35.361449,-94.567644,7,"Southeastern Mixed Forest"
"101722",3466279162,"Gentianales","Apocynaceae","Asclepias","Asclepias amplexicaulis","","SPECIES","Asclepias amplexicaulis Sm.","Asclepias amplexicaulis","","","Oklahoma",35.415483,-94.637614,34,"Southeastern Mixed Forest"
"109935",3333441573,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.459508,-94.563613,20,"Southeastern Mixed Forest"
"1116411",2283101783,"Gentianales","Gentianaceae","Sabatia","Sabatia campestris","","SPECIES","Sabatia campestris Nutt.","Sabatia campestris","","","Oklahoma",35.263967,-94.477433,5,"Southeastern Mixed Forest"
"112965",3465902905,"Gentianales","Apocynaceae","Asclepias","Asclepias hirtella","","SPECIES","Asclepias hirtella (Pennell) Woodson","Asclepias hirtella","","","Oklahoma",35.40556,-94.520417,24,"Southeastern Mixed Forest"
"119351",2999087948,"Gentianales","Apocynaceae","Funastrum","Funastrum cynanchoides","","SPECIES","Funastrum cynanchoides (Decne.) Schltr.","Funastrum cynanchoides","","","Oklahoma",35.412072,-94.513548,24,"Southeastern Mixed Forest"
"1252521",3859671523,"Gentianales","Apocynaceae","Asclepias","Asclepias verticillata","","SPECIES","Asclepias verticillata L.","Asclepias verticillata","","","Oklahoma",35.42578,-94.549117,4,"Southeastern Mixed Forest"
"126685",3859888974,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.409164,-94.495781,24,"Southeastern Mixed Forest"
"151718",3466125182,"Gentianales","Apocynaceae","Funastrum","Funastrum cynanchoides","","SPECIES","Funastrum cynanchoides (Decne.) Schltr.","Funastrum cynanchoides","","","Oklahoma",35.412878,-94.513512,30,"Southeastern Mixed Forest"
"154484",3955401577,"Gentianales","Apocynaceae","Asclepias","Asclepias viridiflora","","SPECIES","Asclepias viridiflora Raf.","Asclepias viridiflora Raf.","Raf.","","",35.490162,-94.621434,13,"Southeastern Mixed Forest"
"190753",3902902000,"Gentianales","Apocynaceae","Asclepias","Asclepias hirtella","","SPECIES","Asclepias hirtella (Pennell) Woodson","Asclepias hirtella","","","Oklahoma",35.411378,-94.514175,20,"Southeastern Mixed Forest"
"1911511",3031931055,"Gentianales","Rubiaceae","Cephalanthus","Cephalanthus occidentalis","","SPECIES","Cephalanthus occidentalis L.","Cephalanthus occidentalis","","","Oklahoma",35.485084,-94.510001,24,"Southeastern Mixed Forest"
"193815",3333430436,"Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","","SPECIES","Asclepias tuberosa L.","Asclepias tuberosa","","","Oklahoma",35.403067,-94.513415,37,"Southeastern Mixed Forest"
